Plant	Path	 1-Hexanal	Limonene*	E-beta.-Ocimene	 3(Z)-Hexen-1-ol-acetate 	 Isohexanol	 1-Hexanol	 3(Z)-hexenyl propanoate	 4(Z)-Hexenyl butanoate/ 3(Z)-Hexenyl-1-ol*	 2(E)-Hexenyl butanoate	 n-Hexyl butanoate	 Hexyl 2-methylbutanoate	 3(Z)-hexenyl ester*	 3(Z)-Hexenyl butanoate	 3(Z)-hexenyl valerate*	 3(Z)-Hexenyl isovalerate	 sesquiterpene*	  Linalooll	 Beta-caryophyllene*	 alpha-Duprezianene*	(E)-alpha-Bergamotene*	 beta.-Elemene	 3(Z)-Hexenyl caproate*	 4(E)-Hexenyl hexanoate	 5-Hexenyl hexanoate	 (E)-Hex-3-enyl (E)-2-methylbut-2-enoate*	(E)-beta-Famesene 	 alpha-Terpineol	 sesquiterpene RT 22.7 mixed with neighbor peak	 sesquiterpene RT 22.8	 sesquiterpene RT 23.0	 3(Z)-Hexen-1-ol trifluoroacetate*	 alpha -Farnesene mix with next peak	 sesquiterpene RT 23.8	 Sesquiphellandrene	 sesquiterpenoid RT 24.2	Benzyl acetone*	Nicotine*	 Benzyl alcohol*	 sesquiterpene RT27.3
160_28B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\160_28B_flower.qgd	48642	39509	94481	28631	91393	31595	6280	95186	30935		1002	21975	21343	48309	4072	3571	12032	39290	53163	247127	12185	7263		21813	8357		9214	1662	7126	6870	4775	4904	3419	3476		4891	13405756	173988	55669
161_29B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\161_29B_flower.qgd	56069	85260	1422	25823	558100	131524	6060	156572	32970	3332	6729	11354	11292	70218	17294	6684	24281	30637	42701	292501	8601	17555	1621	14191	16365		16158	2975	15509	15509	9236		2556	6948		11797	14437594	117964	97059
162_30B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\162_30B_flower.qgd	14701	46614	206942	46314	238045	42186	18586	112825	45545	4912	7798	16844	15264	118781	1177	4650	13595	68026	90624	131030	10513	29938	2790	6910	27572		11540	3932	17469	17097	10751	2121	3351	5905	3154	18885	938786	52054	143347
163_31B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\163_31B_flower.qgd	47682	76831	161141	43183	379723	93192	38289	292522	36374	5665	16128	22207	20165	332777	40393	2237	24039	41718	59231	54803	13079	49949	4734	11277	81100		20918		13019	13292	4508	9989	6283	3485		5531	41314060	96086	92668
164_32B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\164_32B_flower.qgd	26314	48943	154170	6110	210197	40974	8365	87912	39383	1891	3814	9350	9380	56272	12524	3341	12845	19232	27705	55137	11709	12020	1092	14120	18009		5529	1735	9168	9025	8355	19209	3534	4071		2438	588552	60058	33235
165_33B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\165_33B_flower.qgd	30656	58304	1834	92779	377055	124237	16445	166704	46817	5343	15829	13485	12451	104639	25943	5168	29742	44447	58352	270610	8197	21032	2267	1758	30579		11109	1640	7063	7967	9417			10090		4619	24284060	87998	78272
166_34B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\166_34B_flower.qgd	35745	60265	286405	15480	662424	85734	9462	141695	20694	3136	4941	7684	7837	70000	20000	4734	18405	59996	78598	224589	10356	23288	3625	27489	30928		9121	3280	16909	14962		3193	2659	8503	3207	6133	3035917	69106	184115
167_35B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\167_35B_flower.qgd	61778	32090	2512	17852	167399	49606	16697	126553	31263	1970	2359	16106	15573	82606	12861	3501	15129	22574	30482	175059	14549	16928	2374	15533	30273		13116	2038	24832	25289	6439	415	13858	8679	3002	3671	4248728	108538	69531
168_36B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\168_36B_flower.qgd	15606	65063	195541	13976	266432	53294	16782	162381	24289	2265	8059	14386	14214	163255	26527	5416	17461	76898	102492	157806	11973	25847	3795	11529	54216		8138	3375	14050	14109		8491	4319	6126		472680	4754531	86160	175600
169_37B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\169_37B_flower.qgd	27784	92232	296351	27824	347575	76561	15183	162477	66161		5262	13606	13611	84885	27668		27494	34299	45762	79931	6487	22103	1809	1639	27404		14853	2194	11110	10173	6750	3772	2789	3343		171174	2528605	120967	53461
170_38B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\170_38B_flower.qgd	34599	44096		43071	211108	61299	18667	227830	25802	3754	10065	25158	24632	192911	27377		15061	32791	44600	146251	11185	35421		30539	38015		7589	193	17945	16822	6467		3361	4472	1822	7458	13714786	103785	58121
171_39B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\171_39B_flower.qgd	23011	64059		62198	575969	85802	27157	276409	57702		11515	5959	19967	186139	47939	14884	26658	76223	101637	1115534	20899	36811	5736	15457	59871	4379	12671	2925	18392	18475	17566		5814	16126		9128	1991348	84978	112303
172_40B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\172_40B_flower.qgd	149727	77866	464	28396	417038	84142	8636	130039	52644	2019	7528	12783	14070	76956	14574	7013	22295	35432	47485	407926	16339	13510		21465	20603		17869	1715	13316	14346	13172		7453	11168		4576	1592621	143986	60103
173_41B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\173_41B_flower.qgd	26885	51104	130394	36700	228768	68496	17887	150376	58915	2089	7177	15671	15726	84800	14289	4306	16308	29013	33184	212328	8435	15126	1316		29936		7590	1674	8385	9244	11628	15964	3509	5519		2179	17488445	85570	40961
174_42B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\174_42B_flower.qgd	56787	83027	164653	41315	432425	120123	10223	154669	52621	5003	6554	26849	26185	86417	12612	3725	19395	59501	80935	147452	11546	16936		27205	10358		12652	336	10017	10504	8935	5348	6045	4023	1543	6427	5177974	171938	63128
175_43B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\175_43B_flower.qgd	29730	56113	1758	17836	276649	77147	23244	269708	38844	3149	6110	36553	37650	190533	23137	9715	22715	37578	53134	648066	11844	24844	2829	19028	45956		12554	4035	29070	22026	10845		8212	14368		47929	42509156	138430	52170
176_44B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\176_44B_flower.qgd	25947	59044	112516	15641	291390	69383	10805	138100	20890		6370	12898	13225	126421	9099	5808	22288	67283	91658	207899	6954	15387	1690	23617	20845		9380	2077	11097	10034	6768	8977		5739	2468	27642	3912135	107395	87287
177_45B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\177_45B_flower.qgd	25924	70367	978	57048	366930	60338	20114	206530	27940	3427	7368	13399	15036	130142	21631	5115	24485	39795	52818	349478	10768	18273	1716	25633	29357		12012	2120	14560	13672	6155	502	3761	6159	1374	10587	26814171	154645	48370
178_46B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\178_46B_flower.qgd	24839	43857	169709	40585	182158	43325	11312	90307	26227		5689	11760	12748	70157	15966	1492	16703	49341	64060	65069	9852	15617	1282	16219	21982		7164	1243	6309	6890	2841	5061	2425	3304	1718	6021	33308095	89270	76299
179_47B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\179_47B_flower.qgd	28023	44957	1492	27947	438889	83769	12355	188171	29777	3385	11246	16728	15281	184182	37503	13433	12473	23413	34180	1118634	13992	38158	1450	21285	52966		7791	5910	34028	29880	17812		7155	17297		8980	19614579	117308	54045
180_48B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\180_48B_flower.qgd	16722	40806	167931	14499	307226	51844	6976	85517	53529		7797	14288	15329	72382	9519	5997	16004	27862	37203	306515	8376	10753		8032	20660		8975	2150	6654	7390	12321	3501	2465	7242	2497	30087	8571509	110947	77839
181_50B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\181_50B_flower.qgd	24353	76026	1297	50853	423564	95538	30503	276162	96008	2762	7814	25202	23585	138937	39901	9944	26279	39633	53905	405085	11951	26701	3417	21702	42979		14483	4206	18492	17958	13585		4963	9531	815	20992	2275294	105140	42746
182_51B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\182_51B_flower.qgd	96364	48817	208689	21313	243262	46522	10245	127513	43104		1911	43328	43200	71877	11788		20381	30162	42303	36304	5452	16867	1083	11764	17388		15456	1034	5651	7753		1523	4055	2473		6847	966193	170003	32280
183_52B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\183_52B_flower.qgd	47641	51178		43546	338974	82743	26688	174136	25679	3119	6127	18533	18547	109701	15419	7535	19921	48494	63781	292481	10259	18925	2616	19937	24208		9088	3659	20401	20281	9423			9780		7694	7813313	105159	49828
184_53B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\184_53B_flower.qgd	30194	74029	1088	19809	531178	122120	8124	135751	79493	5732	10056	16203	17697	75133	30062	10995	31080	46658	59086	657939	7971	15792		12016	20409	6573	11197	7037	36188	39239	12357		2437	10231		72939	5978578	127864	71329
185_54B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\185_54B_flower.qgd	2131	23432	122682	34930	265269	44664	35486	370518	23741		3427	17887	16415	188827	34520	3734	19326	31434	42730	140188	12115	24887	6242	18898	61888		7601	3852	16910	16856		4410	2794	2910		23153	20241648	63225	56634
186_55B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\186_55B_flower.qgd	20238	55299	1848	11472	268250	36545	4219	69620	22347		1778	11581	11263	38931	4681	7274	17614	44055	57823	253667	9182	8276	722	61110	6733		9180	4807	24246	25693	8376		3150	9158		19688	115778	110412	48312
187_56B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\187_56B_flower.qgd	36889	65502	190961	67641	598285	118430	15924	166542	64423	4429	9405	17703	16543	86971	26119	1425	30681	46076	60001	117292	11686	21420	1240	5126	27524		13310	1766	8693	9093	12241	3999	994	3870	1621	8745	6607046	86831	57365
188_57B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\188_57B_flower.qgd	24522	58804	172614	18403	298185	56812	14769	213560	46918	4159	5688	25326	27173	139955	43102	4304	15019	38958	54019	85343	10410	44283	13076	11954	63056		9154	1388	6751	6751	12022	4819	2255	6169		502357	3968281	172448	88892
189_58B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\189_58B_flower.qgd	18848	46899	2359	24892	326566	105004	24034	335616	38155	2658	9995	24963	24293	177686	1642	5875	17833	53802	69583	214840	9940	54710	3022	17588	62157		7801	2713	12808	13897	9957		4391	10439	3758	6587	7507986	59267	68807
190_59B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\190_59B_flower.qgd	20267	62066	159212	32825	213590	34170	22423	233138	17552		2489	18612	18248	132699	22103	3649	27959	31220	40859	95819	2647	26593	4629	24902	2603		13307	2656	13187	10674	9652	2295	3099	6066		6383	426508	49615	61737
191_60B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\191_60B_flower.qgd	17760	72633		16455	261278	41234	14612	216382	84100	1705	7433	20820	19614	137819	30294	10451	13684	26950	34357	481743	9053	28927	4773	7991	41089		7640	2405	18008	18008	17207		3634	15452		25435	1117032	91693	40975
192_61B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\192_61B_flower.qgd	20122	56711	2985	39868	245594	64784	11988	107953	50918	3495	12584	13968	14819	93469	14576	15489	22864	38783	52794	1492986	14065	12427	1656	19014	19492		7667	6729	39268	39106	26186	1892	10567	24242		141885	23241514	128315	55114
193_62B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\193_62B_flower.qgd	24462	45730	297112	23892	280921	72273	16837	164923	20961	1262	6566	22542	21311	126514	23186		20304	48039	65997	114436	11466	31056	5970	29684	37701		13769	2020	12102	12103	7511	7209	3448	5088		167158	25525634	137017	135148
194_63B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\194_63B_flower.qgd	27758	77913	1721	14005	295197	66561	3470	113480	21811	2554	1390	7419	9164	59402	4834	10312	20655	34113	45165	439244	8829	9724		14682	15239		8904	3288	21795	21166	7314		5236	10915		47871	1826179	130892	37960
195_64B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\195_64B_flower.qgd	20901	69228	2756	23925	147363	39218	9875	99132	33547	4904	5188	18725	20566	111989	16563	5826	20125	43356	53523	206680	8363	24140	2054	7172	45323		14772	2463	11543	11543	16588		2484	10375		8532	250144	64957	79717
196_65B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\196_65B_flower.qgd	56027	41719	3158	13624	341311	97436	9561	109076	67020	2178	8409	22823	24229	121122	12820	12448	17790	78011	101202	1110019	12385	13758		8798	23646		9908	403	25215	25215	21908		7015	21211		493498	386437	169594	102056
197_66B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\197_66B_flower.qgd	3804	47298	2942	38966	168957	64896	6199	172893	21861	3342	5510	17293	19041	108896	8624	12811	27574	17505	20643	1255226	13244	13213		17949	27042		11143	10777	71774	78851	8581		7066	15248		82844	17477566	179588	32696
198_67B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\198_67B_flower.qgd	25284	58271	1280	17125	206414	65739	8092	119063	30388	2000	4784	18118	18524	106731	12325	8086	20191	27805	37402	593168	8953	16537		19994	23768		8923	5680	41308	44468	8237	1216	6922	9683		659283	128784	143970	32371
199_68B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\199_68B_flower.qgd	1371	33338	182194	30935	233291	49770	25832	167474	21562		4402	1700	13808	154922	17505		7400	71417	84511	98502	4651	20602		16934	29412		5170	1168	8393	9780			1883	5062		4842	189200	59652	42143
200_69B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\200_69B_flower.qgd	17559	51436	2123	16740	128407	43308	7516	76116	17007	2426	3416	10156	11752	69593	6305	5239	14525	32242	40672	304196	6800	7811		8302	16599	4818	4752	1748	26160	25632	9947		3698	9214		4947	6083815	53410	30793
201_71B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\201_71B_flower.qgd	14366	25069	124459	10031	173623	45932	4505	93839	15504	1718	5069	9472	8002	105118	6887	3145	13577	39710	51717	136010	3644	12140		12196	30804		6333	2859	17073	20020	7273	10286	4092	4757		55104	324765	58047	75825
202_Ut4B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\202_Ut4B_flower.qgd	16321	51782	2007	18363	243812	43045	6719	100340	28419	505	5794	11186	14610	103693	10095	7297	10947	29317	35417	409027	6731	10033	2289	13408	20175		4991	3461	26309	28429	12655		3709	12174		42523	23700589	114696	41217
203_Az4B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\203_Az4B_flower.qgd	19976	45668	249357	18848	295279	74934	11082	128579	36354	4587	4781	12171	12448	80228	2065		20475	60174	70885	100083	10772	12839		11673	21579		7622	3408	14338	14804		6876	2122	4209		4018	97551	110417	47801
204_72B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\204_72B_flower.qgd	18858	49160	156680	18336	290322	70645	17139	183748	20450	2389	11081	19272	18988	291865	23000	7459	22563	53812	70314	306883	10082	26894	2553	11296	67441		8052	3997	24225	26430	8985	3745	3736	9841		52590	125885	48391	101606
205_73B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\205_73B_flower.qgd	26666	25252	1235	19264	148318	38215	24104	179724	26722	5965	1726	18320	18430	122211	17105	7527	5888	20395	24913	587842	7534	20328	2711	14715	1959		8664	3159	22463	24689	12030		3396	10791	3789	9751	46886	73911	23154
206_74B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\206_74B_flower.qgd	16457	27547	180783	42605	252241	57719	30881	233102	20650	4005	8493	18733	18927	181154	31793	2391	15018	41565	51820	128628	8949	36476	3587	22523	70491		9661	2238	18792	18168	4990	6162	2829	4395	2012	9613	708191	61970	92079
207_75B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\207_75B_flower.qgd	80618	37917	59788	20784	183427	40458	11674	81147	23391	1925	6360	21300	20892	103427	11464	5739	14477	48134	61537	330649	14306	14030	2781	17306	46017		9195	3108	16787	16787		38222	39411	6763		66071	6807675	106430	114157
208_76B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\208_76B_flower.qgd	15029	23551	83362	14503	127637	36763	27570	151068	27946	1579	4297	17336	17481	152004	13246	4088	13188	24151	33106	149933	9003	19338	2369	10413	40562		8160	1738	11859	11859	6357	6782	2936	5145	1888	2439	164964	75401	51035
209_77B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\209_77B_flower.qgd	12386	30952	1061	33124	670	48338	20330	214644	71133	4007	5076	18091	20381	186499	23491	5247	15517	26745	32805	185139	5671	32512		16255	48042		8026	1805	15366	14755	12193		3332	8633	4823	13153	2783988	131353	39271
210_78B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\210_78B_flower.qgd	60236	44503	89600	46405	330141	64462	21204	123198	70222	5186	11943	8623	57898	163110	18329		18672	43538	54635	193982	7055	35564	2543	8136	47027		12728	2389	14179	14179	10724	38400	5676	4807	1305	211158	217827	113634	109054
211_79B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\211_79B_flower.qgd	28842	90270	1759	30662	304110	125687	6790	101941	53987	1202	20027	17069	17021	199857	15463	10297	33973	36787	48332	746121	10751	25948	2345	23405	36197		14522	5081	35442	35442	19825		4772	22276		12997	228976	64253	98573
212_80B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\212_80B_flower.qgd	20255	49818	2807	14087	883	48304	8848	101877	79231	1679	3856	8491	8200	72479	11533	8858	12332	28332	36725	405912	14945	13962		10780	18632		7023	814	23552	26877	19093		3833	9691		3620	180915	58834	34255
213_81B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\213_81B_flower.qgd	1089	628	1271	57260	535556	93214	10897	157662	73036	3186	8036	11733	13791	74549	16661	7710	23022	42046	51556	382323	11323	18122		2767	25963		19942	1939	18363	21699	17745			10348	6650	4233	103935	73059	90996
214_82B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\214_82B_flower.qgd	17401	40359	198271	16391	272440	72055	14975	142595	25483		8250	6596	12024	127822	15468	1974	16974	51828	69489	92972	3269	13575		13435	51657		7500	2378	10155	10772	6144		3122	4297		2921	877852	55456	100588
215_83B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\215_83B_flower.qgd	17395	33917	160069	44345	242798	42871	23034	23485	63656		3845	12140	11412	113952	19313	3369	13758	65997	83774	178577	13707	14468		2378	32520		9363	1352	8727	11947	11444	14969	3812	5073	5073	6802	461341	71978	64335
216_84B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\216_84B_flower.qgd	5591	24588	109218	43930	167212	59482	13710	83005	26819	5531	6335	4884	14173	67692	9176	202	12128	50137	65900	59272	1873	15486	599	17002	24949		7206	2967	18044	20814	7753	21130	9562	5263	6078	4652	23171956	71464	112362
217_85B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\217_85B_flower.qgd	27562	27549	2195	32564	797	39584	16468	94550	45925	2222	5088	18340	19066	90619	1880	4947	11020	64865	79447	79161	11173	15525		14813	22213		5917	3264	18857	17421	7273		5928	7009	2180	4403	5426629	72403	63356
218_86B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\218_86B_flower.qgd	15309	44039	317409	20070	612444	113606	20501	20501	153433		8372	13492	16238	185398	29219	3815	24253	102196	132182	132182	10380	35501	3707	6845	40011		12235	653	12358	12425	13094	19225	3073	8969	4244	5190	664232	75373	98217
219_87B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\219_87B_flower.qgd	1172	40680	332014	17944	450633	77316	8772	113560	47731		9206	14273	15298	80786	2201	643	20154	42126	53668	53668	9366	15492	2224	17126	25839		10619	258	10152	11056	12737	1554	3144	7554	8237	5056	8825180	92463	107236
220_88B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\220_88B_flower.qgd	23930	253	1716	27851	284337	69790	23152	23152	27494	4610	7025	5773	18587	137862	14038	3838	17997	79475	104412	104412	8073	25670	3187	647	37952		8314	1826	11646	13837			3108	4559		3328	1566379	73496	136857
221_89B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\221_89B_flower.qgd	59684	59648	3088	26351	937	124194	32758	32758	143380	1355	17732	36710	40513	310976	47345	3474	17199	35924	47087	47087	13145	82440	7123	18165	113712		11362	277	5806	5806	16384	3953		5762		7388	12065547	170250	79037
222_90B_flower.txt	D:\user_data\data_gctd2\kepu6533\170214_AI_RIL_Flower-VOC\222_90B_flower.qgd	1313	299	2013	34626	463522	113617	36025	36025	30582	1425	9112	34634	52049	154198	27271		8386	68362	90098	90098	9565	29465	6527	1417	58304		12143	2626	1594	18841	11078	16948	11979	6654		7603	3168436	157612	195581
